Temperature,Humidity,MQ135_PPM,Heart_Rate,SpO2,GPS_Lat,GPS_Lon,Risk_Level
27.8,57.2,38.6,79,97,23.7947,86.430528,0
45.2,92.8,672.8,167,79,23.795267,86.430804,3
32.5,72.4,75.9,106,93,23.795894,86.431124,1
31.4,64.8,115.1,98,93,23.796066,86.430684,1
30.2,48.0,36.0,79,97,23.795422,86.429616,0
29.5,51.1,22.3,62,99,23.79487,86.429482,0
23.9,57.7,20.6,81,96,23.795362,86.430496,0
39.9,78.7,188.7,139,89,23.795161,86.430091,2
33.4,67.5,107.1,102,93,23.795318,86.430232,1
33.6,62.5,56.5,95,94,23.795578,86.430781,1
25.1,41.2,46.2,62,96,23.795977,86.431083,0
35.0,67.4,131.8,101,93,23.796401,86.429919,1
22.5,56.0,39.5,80,99,23.795664,86.429489,0
34.5,62.8,103.9,90,94,23.795792,86.429821,1
38.4,88.6,351.3,113,89,23.796585,86.42971,2
37.2,80.5,153.6,130,90,23.795188,86.430346,2
35.0,84.5,239.3,139,89,23.794776,86.429735,2
47.2,95.3,778.8,171,77,23.795179,86.430847,3
34.5,65.9,120.1,102,93,23.795927,86.429449,1
30.6,61.1,107.9,94,93,23.794984,86.430083,1
31.4,63.4,113.3,105,93,23.79529,86.430849,1
30.3,66.1,149.3,95,93,23.796486,86.4308,1
22.1,51.3,43.3,67,99,23.796262,86.430229,0
32.1,62.6,51.9,98,93,23.796684,86.429416,1
33.9,75.9,115.1,106,94,23.796285,86.429469,1
31.3,73.4,68.6,108,94,23.796148,86.430957,1
31.7,61.9,133.7,99,93,23.795658,86.431386,1
37.8,86.5,267.3,132,90,23.796109,86.430127,2
24.6,52.3,39.4,84,97,23.796453,86.430234,0
30.6,38.2,18.3,66,98,23.795434,86.429846,0
28.6,49.2,26.3,72,98,23.796661,86.429767,0
25.9,56.1,25.0,60,98,23.795106,86.430051,0
34.2,70.4,96.9,92,93,23.795685,86.430441,1
22.6,39.4,25.0,62,99,23.795424,86.431143,0
29.9,49.4,38.2,66,98,23.79566,86.430668,0
36.1,86.2,395.1,120,88,23.795583,86.4313,2
26.4,46.6,32.9,60,96,23.795772,86.429998,0
48.1,96.1,794.0,145,85,23.795604,86.430747,3
31.6,66.1,99.9,95,94,23.794839,86.430024,1
36.2,82.1,351.4,125,90,23.795814,86.431196,2
32.6,67.4,116.9,90,93,23.795555,86.430574,1
24.9,50.6,17.8,68,96,23.795527,86.431151,0
28.6,59.5,33.3,75,96,23.794768,86.430628,0
24.3,45.7,37.5,73,98,23.796476,86.429591,0
28.6,43.2,19.7,63,99,23.79537,86.430705,0
21.6,47.4,32.8,80,97,23.7951,86.429477,0
35.3,70.3,67.4,94,93,23.795608,86.430283,1
20.8,58.7,42.8,84,98,23.796236,86.430966,0
23.2,49.7,38.3,61,96,23.796509,86.429768,0
35.4,64.3,87.8,93,94,23.796184,86.430767,1
30.8,63.8,56.0,103,93,23.796413,86.43075,1
42.4,92.7,174.5,127,89,23.795506,86.429468,2
28.2,57.5,48.1,67,98,23.795226,86.431091,0
20.0,54.3,16.9,81,97,23.796324,86.429685,0
54.3,97.5,770.1,172,77,23.796448,86.429408,3
33.8,66.0,135.8,101,94,23.796353,86.431004,1
36.2,84.1,331.3,124,91,23.795148,86.430192,2
39.3,77.1,259.5,127,90,23.796571,86.430164,2
36.5,76.6,264.9,118,88,23.796354,86.429934,2
31.6,67.0,139.4,95,93,23.796023,86.43055,1
30.4,70.6,108.4,97,94,23.796216,86.429621,1
23.7,53.2,21.8,77,99,23.796518,86.429836,0
34.4,65.4,138.9,95,94,23.795482,86.430882,1
24.1,51.9,21.4,75,98,23.795963,86.430998,0
29.6,52.7,42.8,84,96,23.796448,86.430834,0
26.7,55.8,47.4,88,97,23.795316,86.43039,0
51.6,95.0,990.9,163,81,23.796036,86.43125,3
38.8,85.6,276.5,120,89,23.796196,86.430333,2
26.1,48.7,11.9,63,98,23.795096,86.431182,0
36.4,89.5,292.9,116,89,23.795877,86.429485,2
32.8,71.1,71.8,108,93,23.795193,86.430195,1
38.9,79.7,190.3,123,89,23.79607,86.429677,2
34.0,63.5,84.6,94,94,23.795334,86.430813,1
20.8,59.2,46.1,60,97,23.796109,86.429442,0
24.9,39.4,23.5,75,96,23.79587,86.430437,0
29.8,65.0,147.2,95,94,23.795412,86.430997,1
42.1,89.4,274.7,126,90,23.79568,86.430725,2
28.1,53.1,14.7,85,96,23.796381,86.431027,0
23.5,56.8,36.9,83,96,23.796461,86.429656,0
22.9,42.7,42.2,87,96,23.795433,86.431027,0
43.5,77.3,253.7,112,89,23.795483,86.430845,2
19.0,44.2,20.7,75,99,23.79624,86.429998,0
40.5,87.8,237.6,126,90,23.795265,86.429468,2
28.7,54.8,34.1,65,96,23.794744,86.430232,0
22.7,53.9,27.3,85,99,23.795551,86.43055,0
54.4,97.4,666.4,141,86,23.795166,86.429925,3
35.3,89.3,332.9,121,90,23.795797,86.429582,2
26.2,49.2,45.1,67,99,23.795904,86.43091,0
27.4,45.4,35.6,63,99,23.794935,86.431331,0
52.5,91.3,670.9,175,77,23.794751,86.431027,3
24.2,51.4,41.6,68,98,23.796178,86.42957,0
36.8,75.5,330.3,118,88,23.794742,86.429499,2
39.7,87.5,302.3,114,88,23.794839,86.430228,2
24.6,53.6,27.8,81,96,23.795864,86.429498,0
23.7,47.1,42.3,75,97,23.794776,86.43023,0
23.3,44.9,44.4,72,97,23.795028,86.43023,0
21.1,56.9,45.9,71,96,23.794858,86.43079,0
34.0,70.7,137.7,90,93,23.795807,86.430489,1
38.5,85.2,383.7,114,90,23.795566,86.431306,2
24.3,57.4,28.3,85,96,23.794927,86.43046,0
41.9,75.4,355.7,126,90,23.796607,86.429743,2
30.0,51.3,33.1,75,99,23.79641,86.430143,0
36.2,74.6,261.9,112,88,23.795107,86.429784,2
33.3,68.0,100.6,96,94,23.79543,86.431349,1
24.2,43.8,14.3,66,99,23.795015,86.430173,0
24.1,45.1,36.9,74,98,23.79577,86.430206,0
26.8,39.1,47.2,70,97,23.794965,86.430495,0
23.8,40.2,24.9,63,98,23.795889,86.430487,0
29.2,41.2,28.0,63,97,23.794746,86.43106,0
36.2,76.0,275.7,139,88,23.794912,86.429618,2
25.0,43.2,12.0,71,98,23.795534,86.430451,0
32.0,69.6,77.2,91,94,23.79629,86.431241,1
30.4,66.0,50.4,100,94,23.796602,86.430838,1
30.7,77.0,100.6,97,93,23.796161,86.429524,1
27.9,54.0,14.1,67,98,23.795289,86.429907,0
21.8,42.0,31.6,77,96,23.795817,86.430953,0
23.3,52.1,45.3,72,99,23.796326,86.43065,0
48.3,88.2,721.3,164,76,23.794718,86.430995,3
41.3,77.2,328.9,124,90,23.796097,86.430086,2
42.5,84.2,216.1,121,90,23.796021,86.430386,2
29.2,51.4,40.6,82,96,23.795063,86.429402,0
35.4,76.2,378.0,114,90,23.79584,86.430442,2
43.4,82.2,280.4,118,90,23.795793,86.430907,2
34.9,79.1,307.6,118,91,23.794905,86.431379,2
34.5,62.5,101.3,93,93,23.795098,86.429977,1
30.8,71.5,93.5,95,94,23.795468,86.430249,1
31.6,76.9,92.8,100,94,23.795558,86.431229,1
31.7,70.9,86.6,109,93,23.795114,86.430598,1
35.1,67.9,91.7,100,93,23.795411,86.429881,1
33.3,70.4,79.4,107,93,23.796636,86.430528,1
35.0,64.9,91.6,99,93,23.795922,86.430486,1
29.2,66.9,98.3,97,94,23.795606,86.431181,1
34.7,72.9,81.2,109,93,23.795378,86.431367,1
22.0,43.8,47.0,80,99,23.796185,86.430515,0
21.2,54.4,11.4,77,96,23.795051,86.430832,0
25.5,48.5,14.3,83,98,23.795985,86.430821,0
34.0,89.3,219.3,112,89,23.795117,86.429998,2
34.5,85.2,349.0,128,89,23.795623,86.429818,2
52.6,93.5,651.4,156,80,23.796446,86.431016,3
33.2,76.7,123.5,107,94,23.794797,86.430211,1
28.5,45.1,38.7,81,98,23.795175,86.430249,0
35.6,61.5,53.5,106,93,23.79556,86.430294,1
24.6,46.6,37.0,87,97,23.794778,86.430933,0
34.0,72.4,79.7,91,93,23.796056,86.430333,1
29.8,44.0,47.2,61,98,23.796099,86.430052,0
21.1,53.3,40.8,73,98,23.795959,86.430638,0
30.4,69.5,88.2,101,94,23.79506,86.429684,1
32.7,72.8,73.4,96,93,23.795049,86.430609,1
21.4,53.4,39.7,66,98,23.794796,86.430806,0
34.6,60.4,130.0,101,93,23.794912,86.431193,1
21.7,56.7,45.0,60,96,23.795173,86.430075,0
28.8,53.1,40.9,88,98,23.796105,86.430683,0
19.7,57.2,42.7,74,97,23.796301,86.429471,0
28.7,49.0,24.5,76,97,23.796488,86.429854,0
48.8,95.6,796.0,169,79,23.795249,86.431015,3
27.1,60.8,45.6,73,98,23.796218,86.429882,0
32.0,63.8,124.1,107,93,23.79666,86.430058,1
21.7,43.7,16.3,71,98,23.796659,86.429923,0
36.0,83.0,398.1,137,91,23.795696,86.430529,2
23.2,54.7,20.7,65,96,23.795719,86.431301,0
30.9,60.4,59.5,92,94,23.794886,86.429613,1
29.6,62.8,143.3,108,94,23.794853,86.431397,1
28.3,41.0,37.0,77,97,23.79564,86.43133,0
27.7,50.3,28.5,77,98,23.795372,86.429564,0
21.8,56.4,21.9,74,97,23.795379,86.429888,0
43.2,92.1,787.7,161,70,23.796067,86.429924,3
39.3,81.5,343.6,125,88,23.795736,86.430428,2
33.8,74.0,60.9,108,94,23.796091,86.430678,1
34.1,62.3,89.4,96,93,23.7953,86.429781,1
28.9,57.2,11.6,77,96,23.795831,86.431172,0
25.0,55.1,48.9,69,99,23.795214,86.431393,0
33.6,73.7,107.8,107,94,23.796244,86.429419,1
29.0,47.2,20.6,71,96,23.79485,86.430078,0
27.2,56.5,28.5,83,98,23.796191,86.430248,0
35.1,65.9,50.2,103,94,23.795139,86.430649,1
26.0,37.0,40.5,78,97,23.795751,86.430474,0
40.8,85.9,226.9,121,90,23.796503,86.430934,2
30.8,74.4,111.1,101,93,23.79478,86.430175,1
38.6,79.6,255.7,114,89,23.795811,86.43052,2
32.4,65.9,84.3,96,94,23.794757,86.429414,1
31.4,59.7,116.2,101,94,23.795455,86.431185,1
29.6,44.4,23.0,73,97,23.794891,86.429642,0
24.5,39.3,12.6,61,97,23.796619,86.430865,0
34.4,66.2,130.7,104,93,23.795553,86.430508,1
29.9,44.6,42.9,69,98,23.795638,86.430486,0
24.9,43.4,12.6,89,99,23.795973,86.429663,0
24.6,53.1,43.0,77,96,23.795344,86.430192,0
45.4,93.1,951.7,150,70,23.79537,86.43037,3
33.7,68.8,141.7,101,93,23.794862,86.429882,1
26.3,61.1,37.7,81,96,23.795671,86.430342,0
32.9,61.6,148.3,96,94,23.796304,86.429938,1
20.8,44.4,24.5,81,98,23.796306,86.429991,0
38.2,81.6,212.8,110,89,23.795587,86.430059,2
28.3,51.3,21.6,68,97,23.795789,86.430119,0
42.2,81.2,396.1,115,90,23.79505,86.430504,2
39.1,75.9,306.9,117,89,23.794747,86.43032,2
22.2,56.5,48.3,72,99,23.795853,86.429569,0
32.9,72.2,139.7,106,93,23.796455,86.431148,1
29.2,69.1,126.6,93,93,23.796111,86.429679,1
28.4,46.4,34.9,74,97,23.795076,86.43134,0
54.8,91.8,754.0,172,70,23.796321,86.430762,3
23.2,42.5,16.9,86,99,23.795292,86.431134,0
34.9,73.0,145.9,102,94,23.796441,86.43016,1
24.8,47.5,13.5,81,99,23.795657,86.43022,0
35.6,85.7,375.9,110,89,23.796616,86.430037,2
35.2,71.6,56.9,96,94,23.795931,86.43018,1
37.3,72.3,182.4,124,89,23.795022,86.430802,2
40.1,72.7,224.3,113,88,23.796516,86.430672,2
38.1,87.5,296.7,126,89,23.795116,86.430094,2
39.0,81.2,397.9,113,89,23.795404,86.429986,2
37.7,80.0,181.0,137,89,23.795608,86.430622,2
46.5,90.0,618.3,167,83,23.79605,86.431013,3
25.8,53.3,37.3,72,98,23.795261,86.429771,0
19.6,56.4,23.3,86,97,23.795542,86.429476,0
26.0,53.9,26.5,81,99,23.795343,86.431197,0
39.2,89.2,397.8,110,90,23.79482,86.431104,2
22.8,60.1,31.7,82,98,23.794847,86.429634,0
25.6,43.3,25.7,87,96,23.795265,86.431365,0
31.8,73.9,131.4,104,94,23.796111,86.429753,1
30.7,60.3,99.2,108,93,23.795807,86.430362,1
40.7,85.2,316.0,134,89,23.79493,86.430951,2
23.5,55.0,48.6,83,98,23.795049,86.43134,0
36.4,86.5,318.2,127,89,23.796117,86.42989,2
49.1,97.1,557.9,176,70,23.796246,86.430865,3
34.5,62.3,79.8,107,93,23.795799,86.430593,1
39.2,73.8,157.7,121,91,23.796109,86.430455,2
54.8,93.8,559.8,168,82,23.794818,86.429702,3
41.7,73.7,175.7,130,89,23.79626,86.431396,2
52.7,97.0,895.0,146,72,23.795208,86.429432,3
42.1,84.2,293.6,121,89,23.795168,86.430888,2
36.5,89.3,267.4,129,89,23.795445,86.429446,2
29.8,48.6,10.3,68,99,23.794745,86.431201,0
35.4,85.0,393.8,139,89,23.795744,86.430837,2
33.4,73.4,70.8,106,94,23.795201,86.429816,1
49.0,98.9,501.5,152,81,23.795372,86.429636,3
32.1,63.2,104.5,109,94,23.794982,86.430797,1
23.8,46.4,30.4,63,96,23.795619,86.430242,0
22.0,46.7,35.1,61,97,23.795391,86.430254,0
33.5,72.9,146.8,108,94,23.795205,86.430002,1
32.6,70.1,99.6,103,94,23.795216,86.430543,1
29.5,73.5,99.8,103,94,23.794865,86.431212,1
30.8,68.8,102.4,90,93,23.795509,86.43127,1
39.8,78.3,352.4,115,89,23.79532,86.429895,2
52.6,102.0,823.3,142,78,23.796458,86.430314,3
30.7,53.7,17.9,82,96,23.795231,86.43107,0
24.7,44.5,18.7,84,98,23.795916,86.430767,0
23.4,46.2,40.7,89,98,23.795121,86.430625,0
29.7,42.3,24.3,69,97,23.796156,86.430986,0
32.4,63.1,57.1,96,94,23.795369,86.429667,1
53.4,93.9,739.9,145,77,23.795558,86.430428,3
34.0,57.9,138.4,106,93,23.794954,86.430847,1
30.5,60.0,145.7,90,94,23.796009,86.430749,1
21.7,52.7,22.1,87,96,23.795629,86.430329,0
51.8,93.4,448.8,140,76,23.795443,86.429517,3
30.5,74.0,135.5,102,94,23.795481,86.430583,1
44.3,98.9,501.7,159,71,23.795248,86.429936,3
29.7,69.9,92.6,95,94,23.795007,86.429737,1
30.0,63.4,99.4,105,93,23.796287,86.431093,1
37.8,81.8,397.3,110,89,23.796361,86.42947,2
35.8,82.3,198.1,134,90,23.7952,86.431213,2
31.4,71.1,102.6,90,93,23.795829,86.430352,1
40.1,77.7,241.7,130,91,23.796371,86.43137,2
37.5,82.2,261.3,128,89,23.796055,86.430526,2
33.0,61.8,147.8,96,93,23.795251,86.430262,1
25.9,47.7,16.5,64,96,23.796601,86.429624,0
19.7,45.2,37.9,83,96,23.794871,86.430447,0
29.5,51.3,45.0,80,96,23.795339,86.43051,0
31.6,62.2,138.3,106,93,23.794751,86.430035,1
22.6,41.9,46.6,89,97,23.7961,86.430922,0
20.8,48.5,12.4,60,96,23.796298,86.429788,0
32.2,60.0,104.8,90,93,23.794735,86.430119,1
35.7,90.3,219.5,118,89,23.796226,86.43114,2
37.1,86.3,366.4,119,89,23.795318,86.431195,2
23.2,57.2,37.5,79,99,23.796151,86.43043,0
38.6,80.3,303.6,113,91,23.794844,86.429506,2
26.0,54.4,19.8,63,99,23.794813,86.429593,0
24.3,61.3,12.6,80,98,23.795371,86.431378,0
29.7,57.7,122.2,106,94,23.796662,86.429597,1
32.8,65.8,100.6,95,94,23.795633,86.429853,1
35.5,80.7,314.8,136,91,23.795758,86.429425,2
35.9,76.9,307.5,126,89,23.795061,86.431162,2
32.1,74.5,117.1,106,93,23.796503,86.429964,1
32.0,64.7,146.9,100,93,23.795099,86.430527,1
28.4,49.3,31.8,79,99,23.794925,86.431051,0
31.2,70.1,122.9,94,94,23.795165,86.431018,1
42.5,80.1,214.5,132,90,23.795635,86.430443,2
25.4,49.3,13.2,85,96,23.796181,86.430423,0
39.9,90.8,285.8,110,89,23.795433,86.429532,2
21.2,43.7,17.1,79,96,23.795077,86.429473,0
30.7,63.5,65.0,98,94,23.796,86.431096,1
33.0,69.1,85.4,95,94,23.795694,86.431166,1
30.7,66.8,51.5,106,93,23.795907,86.430532,1
23.0,53.8,20.8,82,98,23.795469,86.43111,0
27.7,48.8,16.9,88,99,23.796467,86.43033,0
36.5,79.6,184.4,119,91,23.796056,86.430533,2
43.1,82.5,183.0,116,89,23.795865,86.430882,2
33.4,76.7,61.0,98,94,23.796257,86.431144,1
29.9,67.8,98.5,93,93,23.79532,86.431009,1
26.0,41.8,41.7,65,99,23.796679,86.429766,0
28.9,56.4,12.7,70,98,23.795807,86.430565,0
26.0,57.8,13.6,71,97,23.796342,86.429625,0
25.7,54.7,15.6,74,98,23.794802,86.429865,0
24.4,41.3,13.8,87,96,23.795177,86.429545,0
36.6,82.0,365.4,116,89,23.795341,86.429867,2
37.5,83.8,398.3,111,90,23.796206,86.430171,2
41.6,80.1,188.5,129,90,23.796111,86.431182,2
21.0,47.5,22.6,78,97,23.795371,86.429562,0
39.0,84.4,239.9,117,91,23.796595,86.430267,2
31.5,65.0,129.5,102,93,23.79535,86.429888,1
20.3,47.3,11.1,69,96,23.794799,86.430613,0
34.6,65.9,98.0,108,94,23.795338,86.429641,1
37.1,80.7,350.5,119,88,23.79559,86.430212,2
33.8,69.3,122.3,96,94,23.796406,86.4312,1
34.2,59.9,71.6,97,93,23.79484,86.429646,1
47.1,94.3,951.5,176,72,23.794951,86.430757,3
48.7,98.2,914.0,178,86,23.795508,86.431268,3
23.2,38.1,44.3,63,99,23.795175,86.430472,0
19.2,46.6,29.9,88,99,23.795265,86.431321,0
34.7,74.2,132.0,93,93,23.79622,86.430117,1
35.4,79.9,326.6,136,88,23.796354,86.429826,2
31.0,67.3,105.8,92,94,23.795657,86.431276,1
37.7,83.9,228.0,128,89,23.794891,86.430708,2
34.4,61.9,74.3,109,93,23.794841,86.431153,1
18.5,42.1,34.2,89,99,23.795659,86.43126,0
28.2,57.7,45.3,75,99,23.795576,86.430861,0
39.0,83.1,232.7,117,91,23.795525,86.431288,2
32.4,75.6,91.7,98,93,23.795856,86.430075,1
32.7,69.8,93.9,91,94,23.795329,86.430437,1
24.9,59.4,41.6,78,96,23.795309,86.430947,0
34.7,63.9,81.2,92,94,23.796503,86.431212,1
49.0,93.2,406.9,171,84,23.794761,86.430279,3
21.4,45.8,36.4,88,99,23.796146,86.429909,0
34.9,78.3,155.5,136,88,23.795522,86.430461,2
34.2,64.5,59.3,90,94,23.79483,86.431307,1
34.2,71.4,86.0,103,93,23.796319,86.43048,1
21.3,40.6,23.0,80,97,23.796362,86.430169,0
34.4,66.6,60.1,91,94,23.795397,86.430087,1
21.7,38.3,39.8,89,98,23.795909,86.43135,0
23.5,55.8,33.4,81,96,23.795699,86.431065,0
25.1,47.1,19.0,74,98,23.795049,86.429551,0
32.4,62.6,136.0,108,93,23.796496,86.430905,1
48.6,93.2,598.4,167,79,23.794888,86.430912,3
24.9,49.5,35.7,79,97,23.795228,86.42978,0
32.0,66.8,130.3,102,94,23.795726,86.431346,1
25.3,42.6,13.2,63,99,23.795955,86.430005,0
25.4,52.7,47.5,65,96,23.79483,86.430991,0
26.4,46.9,33.8,81,99,23.794771,86.430395,0
35.2,76.1,194.2,121,88,23.795207,86.43087,2
33.6,59.8,63.7,100,94,23.79515,86.431269,1
21.0,55.3,40.8,63,98,23.795078,86.429805,0
23.8,42.9,39.3,79,96,23.795061,86.431112,0
41.0,90.0,227.6,130,90,23.795637,86.431229,2
32.2,63.6,89.6,108,93,23.795924,86.430489,1
22.2,45.9,17.3,66,98,23.795402,86.430925,0
38.3,79.4,338.4,125,90,23.795532,86.429429,2
33.2,72.7,61.2,90,94,23.795606,86.431071,1
37.8,85.7,358.3,134,90,23.795656,86.431174,2
36.4,86.9,330.9,113,91,23.795378,86.430561,2
24.0,59.0,26.0,78,99,23.795138,86.430115,0
29.6,73.0,128.6,107,93,23.795562,86.430378,1
30.1,66.1,110.5,105,94,23.796221,86.430645,1
41.9,82.4,373.1,136,89,23.796402,86.430594,2
28.5,57.8,23.8,85,98,23.795329,86.429473,0
53.5,94.3,931.2,169,71,23.796671,86.431345,3
26.2,47.8,23.7,89,98,23.79542,86.431008,0
21.6,44.2,10.5,68,99,23.795488,86.429994,0
21.8,49.0,27.3,64,98,23.795465,86.43036,0
21.0,51.4,34.3,71,98,23.796259,86.429698,0
29.9,51.0,14.0,86,99,23.795714,86.431061,0
41.2,80.8,380.7,119,89,23.794867,86.430131,2
34.1,65.5,126.9,90,93,23.795067,86.430973,1
33.5,70.8,143.0,99,94,23.79505,86.430597,1
33.2,63.9,66.3,107,93,23.796163,86.430132,1
31.2,59.0,76.3,91,94,23.795376,86.430687,1
45.5,94.3,854.1,156,73,23.796045,86.430754,3
53.6,92.8,637.1,167,79,23.794849,86.430299,3
31.9,71.1,146.4,109,94,23.795381,86.4305,1
21.2,53.2,41.0,68,97,23.796621,86.429477,0
36.0,80.1,299.5,132,89,23.796295,86.430906,2
29.7,38.3,32.0,74,99,23.796413,86.430983,0
22.7,60.7,24.0,70,96,23.796303,86.430213,0
36.4,88.1,323.2,112,91,23.795657,86.430354,2
34.2,64.2,67.5,98,93,23.795725,86.430176,1
52.9,94.4,831.1,141,84,23.796252,86.430389,3
39.4,76.7,289.5,139,89,23.79473,86.430739,2
39.3,81.7,192.5,114,91,23.79495,86.430062,2
28.9,52.7,30.5,86,96,23.794833,86.431221,0
37.6,71.9,360.9,133,91,23.796341,86.430005,2
26.8,39.6,27.2,65,99,23.796087,86.431396,0
18.1,57.5,44.3,76,97,23.795236,86.429641,0
43.7,91.6,893.5,140,75,23.796467,86.430882,3
35.1,90.6,235.9,123,90,23.795768,86.429809,2
33.2,60.9,123.1,104,93,23.796383,86.429441,1
24.0,56.3,11.0,88,96,23.794993,86.430339,0
23.8,40.3,27.8,85,99,23.796182,86.430274,0
19.6,51.4,14.4,67,99,23.795625,86.431171,0
30.6,66.4,85.4,105,93,23.796175,86.429996,1
27.1,60.8,43.3,75,99,23.796476,86.429443,0
33.5,77.7,67.8,96,94,23.795737,86.429434,1
24.9,59.2,12.9,61,98,23.796024,86.43007,0
42.7,81.3,249.2,137,90,23.795553,86.43128,2
29.7,59.6,144.1,96,94,23.795642,86.430651,1
21.2,39.1,21.5,88,96,23.795012,86.430473,0
31.0,69.3,112.9,99,93,23.795025,86.430207,1
38.4,78.6,264.5,136,90,23.795464,86.430418,2
41.9,89.0,242.5,136,89,23.79511,86.431369,2
37.5,85.2,350.6,131,89,23.795173,86.429909,2
36.0,84.5,357.5,132,89,23.796482,86.429667,2
53.9,91.4,904.1,165,70,23.795017,86.430434,3
43.6,96.1,962.2,166,74,23.795691,86.430284,3
28.3,45.3,33.5,71,96,23.795698,86.430834,0
36.4,81.1,267.3,128,91,23.794797,86.429462,2
26.8,48.9,47.6,60,97,23.79504,86.42997,0
39.9,85.4,192.1,137,89,23.795831,86.43139,2
24.3,48.4,28.9,74,96,23.79572,86.429705,0
42.0,83.5,275.1,119,90,23.7958,86.431339,2
32.4,58.8,104.4,90,94,23.795197,86.429436,1
40.2,80.0,285.5,124,91,23.796114,86.4309,2
33.4,73.7,100.6,90,93,23.795648,86.430185,1
35.9,73.6,82.1,93,93,23.796395,86.430773,1
32.2,62.4,51.7,94,93,23.796087,86.429674,1
32.2,69.3,140.6,102,94,23.796546,86.430169,1
22.3,58.8,20.4,87,98,23.795022,86.430912,0
23.9,60.2,10.7,83,98,23.795079,86.430742,0
31.8,69.6,76.8,91,94,23.796187,86.430963,1
45.7,94.2,500.5,174,71,23.796474,86.430923,3
34.9,66.6,121.0,109,94,23.794758,86.431398,1
30.0,58.6,43.7,62,98,23.796061,86.430825,0
35.3,74.9,128.1,98,93,23.79556,86.4303,1
23.6,49.4,15.9,62,99,23.79588,86.430183,0
29.8,66.8,67.3,102,94,23.795783,86.430193,1
24.2,55.9,21.8,72,98,23.796507,86.430436,0
31.4,50.4,29.1,79,96,23.796181,86.43122,0
33.3,75.4,77.5,101,94,23.795758,86.431166,1
26.7,47.3,16.1,68,99,23.795191,86.430781,0
30.7,73.7,115.1,90,93,23.796676,86.429675,1
35.5,69.7,56.1,92,94,23.794987,86.430742,1
22.8,57.8,48.5,70,96,23.794839,86.431209,0
21.2,47.7,40.8,72,99,23.795667,86.429432,0
32.2,63.6,143.7,102,94,23.795162,86.42998,1
38.3,80.8,199.7,122,88,23.795458,86.430398,2
30.3,62.0,67.8,91,93,23.794983,86.431055,1
30.2,54.2,26.3,65,99,23.795079,86.431264,0
54.4,98.6,496.3,151,75,23.794731,86.430591,3
26.1,45.0,39.2,83,97,23.795632,86.429582,0
32.9,69.0,136.3,95,94,23.794773,86.430639,1
36.1,79.4,295.1,124,89,23.79513,86.43071,2
26.5,48.2,36.2,67,97,23.795828,86.43004,0
27.1,61.6,16.3,71,97,23.795146,86.43022,0
40.0,82.8,388.8,124,88,23.794978,86.431398,2
23.5,43.5,36.7,62,99,23.796005,86.429988,0
25.5,41.8,17.0,86,99,23.796617,86.430042,0
29.3,65.0,71.3,101,94,23.796393,86.431063,1
41.3,92.3,182.8,124,88,23.796616,86.43037,2
28.8,44.9,10.3,63,98,23.796006,86.430977,0
24.8,58.7,10.5,71,97,23.795034,86.430996,0
33.7,74.4,111.4,93,94,23.796487,86.430104,1
28.8,62.9,135.8,95,93,23.795264,86.42995,1
19.8,42.5,11.8,71,96,23.796152,86.43028,0
35.0,72.4,82.8,92,93,23.79637,86.431224,1
47.9,92.7,404.9,161,80,23.79566,86.431074,3
48.1,94.2,938.5,167,79,23.795254,86.430961,3
40.1,79.9,377.1,114,91,23.796012,86.430876,2
42.0,80.8,205.2,133,88,23.794812,86.431391,2
24.2,53.0,23.2,61,98,23.796382,86.430112,0
28.2,54.2,47.6,72,97,23.796117,86.429806,0
23.4,39.6,35.0,88,96,23.795063,86.431351,0
33.0,71.4,142.6,90,93,23.796638,86.430869,1
32.2,60.9,137.8,99,93,23.79482,86.431116,1
29.3,69.8,119.9,107,93,23.7965,86.43064,1
28.9,53.9,16.6,61,97,23.796318,86.431245,0
30.7,73.0,133.0,90,93,23.796,86.430438,1
41.3,86.7,261.5,130,88,23.794781,86.431093,2
21.6,55.1,13.3,65,96,23.795868,86.430645,0
28.2,55.9,25.4,69,98,23.795284,86.429833,0
37.8,76.6,382.3,117,91,23.795307,86.429971,2
30.1,68.1,139.9,109,93,23.795832,86.429519,1
22.6,49.9,30.8,71,99,23.796352,86.430887,0
23.9,59.5,48.4,77,98,23.795475,86.429481,0
24.7,53.3,44.8,60,96,23.79501,86.431196,0
28.5,52.1,25.1,68,98,23.794955,86.430245,0
35.3,75.3,222.7,120,91,23.795077,86.429608,2
30.9,72.2,106.0,108,93,23.794895,86.430358,1
48.6,99.8,544.3,147,84,23.795538,86.431316,3
31.2,68.2,123.9,107,93,23.795849,86.430275,1
30.9,53.4,49.6,60,97,23.794838,86.431211,0
34.1,65.5,94.4,103,93,23.795335,86.430397,1
30.1,77.2,91.7,101,93,23.796361,86.431202,1
38.8,79.5,392.8,113,91,23.796197,86.429467,2
31.5,73.8,82.7,92,94,23.795066,86.43121,1
31.9,71.0,96.4,96,93,23.795911,86.431288,1
28.7,48.4,31.4,65,99,23.796316,86.430133,0
35.1,67.1,83.8,93,94,23.79576,86.430003,1
40.6,80.8,234.3,123,91,23.795885,86.431376,2
22.7,58.4,47.2,70,98,23.795683,86.43013,0
25.4,49.6,22.9,61,97,23.795112,86.430722,0
30.4,68.9,72.5,104,93,23.79633,86.429731,1
41.0,81.9,334.7,133,89,23.796336,86.430519,2
